2009-02-26 00:00 - W0Monitor - INFO: ========================================
2009-02-26 00:00 - W0Monitor - INFO: W0Monitor in init
2009-02-26 00:00 - W0Monitor - INFO: init file W0MonitorConfig.py was found
2009-02-26 00:00 - W0Monitor - INFO: Watching at: /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs
2009-02-26 00:00 - W0Monitor - INFO: Purge threshold: 75%
2009-02-26 00:00 - W0Monitor - INFO: RemovalOk: False
2009-02-26 00:00 - W0Monitor - INFO: current usage : 68%
2009-02-26 00:00 - W0Monitor - INFO: W0Monitor initialized
2009-02-26 00:00 - W0Monitor - INFO: ========================================
2009-02-26 00:05 - W0Monitor - INFO: current usage of /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs: 68%
2009-02-26 00:10 - W0Monitor - INFO: current usage of /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs: 68%
2009-02-26 00:15 - W0Monitor - INFO: current usage of /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs: 68%
2009-02-26 00:20 - W0Monitor - INFO: current usage of /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs: 68%
2009-02-26 00:25 - W0Monitor - INFO: current usage of /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs: 68%
2009-02-26 00:30 - W0Monitor - INFO: current usage of /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs: 68%
2009-02-26 00:35 - W0Monitor - INFO: current usage of /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs: 68%
2009-02-26 00:40 - W0Monitor - INFO: current usage of /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs: 68%
2009-02-26 00:45 - W0Monitor - INFO: current usage of /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs: 68%
2009-02-26 00:50 - W0Monitor - INFO: current usage of /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs: 68%
2009-02-26 00:55 - W0Monitor - INFO: current usage of /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs: 68%
2009-02-26 01:00 - W0Monitor - INFO: current usage of /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs: 68%
2009-02-26 01:05 - W0Monitor - INFO: current usage of /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs: 68%
2009-02-26 01:10 - W0Monitor - INFO: current usage of /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs: 68%
2009-02-26 01:15 - W0Monitor - INFO: current usage of /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs: 68%
2009-02-26 01:20 - W0Monitor - INFO: current usage of /afs/cern.ch/user/l/l1ccalib/w0/DaemonData/jobs: 68%
