2009-04-30 10:10 - JobOrganizer - INFO: ========================================
2009-04-30 10:10 - JobOrganizer - INFO: JobOrganizer in init
2009-04-30 10:10 - JobOrganizer - INFO: init file JobOrganizerConfig.py was found
2009-04-30 10:10 - JobOrganizer - INFO: retrieveing Db parameters from JobOrganizerConfig.py file
2009-04-30 10:10 - JobOrganizer - INFO: creating job configurations from JobOrganizerConfig.py file
2009-04-30 10:10 - JobOrganizer - INFO: JobOrganizer initialized
2009-04-30 10:10 - JobOrganizer - INFO: ========================================
2009-04-30 10:12 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:14 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:16 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:18 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:20 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:22 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:24 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:26 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:28 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:30 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:32 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:34 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:36 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:38 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:40 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:43 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:45 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:47 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:49 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:51 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:53 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:55 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:57 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 10:59 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:01 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:03 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:05 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:07 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:09 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:11 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:13 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:15 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:17 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:19 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:21 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:23 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:25 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:27 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:29 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:31 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 11:33 - JobOrganizer - INFO: Updating jobInformation list
