2009-04-21 00:01 - JobOrganizer - INFO: ========================================
2009-04-21 00:01 - JobOrganizer - INFO: JobOrganizer in init
2009-04-21 00:01 - JobOrganizer - INFO: init file JobOrganizerConfig.py was found
2009-04-21 00:01 - JobOrganizer - INFO: retrieveing Db parameters from JobOrganizerConfig.py file
2009-04-21 00:01 - JobOrganizer - INFO: creating job configurations from JobOrganizerConfig.py file
2009-04-21 00:01 - JobOrganizer - INFO: JobOrganizer initialized
2009-04-21 00:01 - JobOrganizer - INFO: ========================================
2009-04-21 00:03 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:05 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:07 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:09 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:11 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:13 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:15 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:17 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:19 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:21 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:23 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:25 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:27 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:29 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:31 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:33 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:35 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:37 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:39 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:41 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:43 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:45 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:47 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:49 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:51 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:53 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:55 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:57 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 00:59 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:01 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:03 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:05 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:07 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:09 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:11 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:13 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:15 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:17 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:19 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:21 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:23 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:25 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:27 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:29 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:31 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:33 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:36 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:38 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:40 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:42 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:44 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:46 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:48 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:50 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:52 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:54 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:56 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 01:58 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:00 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:02 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:04 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:06 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:08 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:10 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:12 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:14 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:16 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:18 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:20 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:22 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:24 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:26 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:28 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:30 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:32 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:34 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:36 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:38 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:40 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:42 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:44 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:46 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:48 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:50 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:52 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:54 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:56 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 02:58 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:00 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:02 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:04 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:06 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:08 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:10 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:12 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:14 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:16 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:18 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:20 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:22 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:24 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:26 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:28 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:30 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:32 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:34 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:36 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:38 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:40 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:42 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:44 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:46 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:48 - JobOrganizer - INFO: Updating jobInformation list
2009-04-21 03:50 - JobOrganizer - INFO: Updating jobInformation list
