2009-04-25 11:57 - JobOrganizer - INFO: ========================================
2009-04-25 11:57 - JobOrganizer - INFO: JobOrganizer in init
2009-04-25 11:57 - JobOrganizer - INFO: init file JobOrganizerConfig.py was found
2009-04-25 11:57 - JobOrganizer - INFO: retrieveing Db parameters from JobOrganizerConfig.py file
2009-04-25 11:57 - JobOrganizer - INFO: creating job configurations from JobOrganizerConfig.py file
2009-04-25 11:57 - JobOrganizer - INFO: JobOrganizer initialized
2009-04-25 11:57 - JobOrganizer - INFO: ========================================
2009-04-25 12:00 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:02 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:04 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:06 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:08 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:10 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:12 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:14 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:16 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:18 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:20 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:22 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:24 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:26 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:28 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:30 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:32 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:34 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:36 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:38 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:40 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:42 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:44 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:46 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:48 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:50 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:52 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:54 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:56 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 12:58 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:00 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:02 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:04 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:06 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:08 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:10 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:12 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:14 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:16 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:18 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:20 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:22 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:24 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:26 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:28 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:31 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:33 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:35 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:37 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:39 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:41 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:43 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:45 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:47 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:49 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:51 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:53 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:55 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:57 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 13:59 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:01 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:03 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:05 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:07 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:09 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:11 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:13 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:15 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:17 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:19 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:21 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:23 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:25 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:28 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:30 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:32 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:34 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:36 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:38 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:40 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:42 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:44 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:46 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:48 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:50 - JobOrganizer - INFO: Updating jobInformation list
2009-04-25 14:52 - JobOrganizer - INFO: Updating jobInformation list
