2009-05-01 00:02 - JobOrganizer - INFO: ========================================
2009-05-01 00:02 - JobOrganizer - INFO: JobOrganizer in init
2009-05-01 00:02 - JobOrganizer - INFO: init file JobOrganizerConfig.py was found
2009-05-01 00:02 - JobOrganizer - INFO: retrieveing Db parameters from JobOrganizerConfig.py file
2009-05-01 00:02 - JobOrganizer - INFO: creating job configurations from JobOrganizerConfig.py file
2009-05-01 00:02 - JobOrganizer - INFO: JobOrganizer initialized
2009-05-01 00:02 - JobOrganizer - INFO: ========================================
2009-05-01 00:04 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:06 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:08 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:10 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:12 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:14 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:16 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:18 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:20 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:22 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:24 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:26 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:28 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:30 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:32 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:34 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:36 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:38 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:40 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:42 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:44 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:46 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:48 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:50 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:52 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:54 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:56 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 00:58 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:00 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:02 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:04 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:06 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:08 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:10 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:12 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:14 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:16 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:18 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:20 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:22 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:24 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:26 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:28 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:30 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:32 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:34 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:36 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:38 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:41 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:43 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:45 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:47 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:49 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:51 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:53 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:55 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:57 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 01:59 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 02:01 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 02:03 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 02:05 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 02:07 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 02:09 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 02:11 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 02:13 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 02:15 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 02:17 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 02:19 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 02:21 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 02:23 - JobOrganizer - INFO: Updating jobInformation list
2009-05-01 02:25 - JobOrganizer - INFO: Updating jobInformation list
