2009-06-21 00:00 - JobOrganizer - INFO: ========================================
2009-06-21 00:00 - JobOrganizer - INFO: JobOrganizer in init
2009-06-21 00:00 - JobOrganizer - INFO: init file JobOrganizerConfig.py was found
2009-06-21 00:00 - JobOrganizer - INFO: retrieveing Db parameters from JobOrganizerConfig.py file
2009-06-21 00:00 - JobOrganizer - INFO: creating job configurations from JobOrganizerConfig.py file
2009-06-21 00:00 - JobOrganizer - INFO: JobOrganizer initialized
2009-06-21 00:00 - JobOrganizer - INFO: ========================================
2009-06-21 00:02 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:04 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:06 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:08 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:10 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:12 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:14 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:16 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:18 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:20 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:23 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:25 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:27 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:29 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:31 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:33 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:35 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:37 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:39 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:41 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:43 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:45 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:47 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:49 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:51 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:53 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:55 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:57 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 00:59 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:01 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:03 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:05 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:07 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:09 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:11 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:13 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:15 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:17 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:19 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:21 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:23 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:25 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:27 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:29 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:31 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:33 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:35 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:37 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:39 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:41 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:43 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:45 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:47 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:49 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:51 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:53 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:55 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:57 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 01:59 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:01 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:03 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:05 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:07 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:09 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:11 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:13 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:15 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:17 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:19 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:21 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:23 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:25 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:27 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:29 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:31 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:33 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:35 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:37 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:39 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:41 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:43 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:45 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:47 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:49 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:51 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:53 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:55 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:57 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 02:59 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:01 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:03 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:05 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:07 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:09 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:11 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:13 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:15 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:17 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:19 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:21 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:23 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:25 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:27 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:29 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:31 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:33 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:35 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:37 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:39 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:41 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:43 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:45 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:47 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:49 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:51 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:54 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:56 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 03:58 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:00 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:02 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:04 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:06 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:08 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:10 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:12 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:14 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:16 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:18 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:20 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:22 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:24 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:26 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:28 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:30 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:32 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:34 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:36 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:38 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:40 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:42 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:44 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:46 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:48 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:50 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:52 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:54 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:56 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 04:58 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:00 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:02 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:04 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:06 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:08 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:10 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:12 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:14 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:16 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:18 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:20 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:22 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:24 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:26 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:28 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:30 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:32 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:34 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:36 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:38 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:40 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:42 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:44 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:46 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:48 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:50 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:52 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:54 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:56 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 05:58 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:00 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:02 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:04 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:06 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:08 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:10 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:12 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:14 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:16 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:18 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:20 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:22 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:24 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:26 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:28 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:30 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:32 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:34 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:36 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:38 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:40 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:42 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:44 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:46 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:48 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:50 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:52 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:54 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:56 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 06:58 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:00 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:02 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:04 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:06 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:08 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:10 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:12 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:14 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:16 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:18 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:21 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:23 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:25 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:27 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:29 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:31 - JobOrganizer - INFO: Updating jobInformation list
2009-06-21 07:33 - JobOrganizer - INFO: Updating jobInformation list
