2009-04-30 14:18 - JobOrganizer - INFO: ========================================
2009-04-30 14:18 - JobOrganizer - INFO: JobOrganizer in init
2009-04-30 14:18 - JobOrganizer - INFO: init file JobOrganizerConfig.py was found
2009-04-30 14:18 - JobOrganizer - INFO: retrieveing Db parameters from JobOrganizerConfig.py file
2009-04-30 14:18 - JobOrganizer - INFO: creating job configurations from JobOrganizerConfig.py file
2009-04-30 14:18 - JobOrganizer - INFO: JobOrganizer initialized
2009-04-30 14:18 - JobOrganizer - INFO: ========================================
2009-04-30 14:20 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:22 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:24 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:26 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:28 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:30 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:32 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:35 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:37 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:39 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:41 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:43 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:45 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:47 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:49 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:51 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:53 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:55 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:57 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 14:59 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 15:01 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 15:03 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 15:05 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 15:07 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 15:09 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 15:11 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 15:13 - JobOrganizer - INFO: Updating jobInformation list
2009-04-30 15:15 - JobOrganizer - INFO: Updating jobInformation list
