2009-05-24 00:01 - JobOrganizer - INFO: ========================================
2009-05-24 00:01 - JobOrganizer - INFO: JobOrganizer in init
2009-05-24 00:01 - JobOrganizer - INFO: init file JobOrganizerConfig.py was found
2009-05-24 00:01 - JobOrganizer - INFO: retrieveing Db parameters from JobOrganizerConfig.py file
2009-05-24 00:01 - JobOrganizer - INFO: creating job configurations from JobOrganizerConfig.py file
2009-05-24 00:01 - JobOrganizer - INFO: JobOrganizer initialized
2009-05-24 00:01 - JobOrganizer - INFO: ========================================
2009-05-24 00:03 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:05 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:07 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:09 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:11 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:13 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:15 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:17 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:19 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:21 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:23 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:25 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:27 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:29 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:31 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:33 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:35 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:37 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:39 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:41 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:43 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:45 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:47 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:49 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:51 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:53 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:55 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:57 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 00:59 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:01 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:03 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:05 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:07 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:09 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:11 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:13 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:15 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:17 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:19 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:21 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:23 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:25 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:27 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:29 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:31 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:33 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:35 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:37 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:39 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:41 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:43 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:45 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:47 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:49 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:51 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:53 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:55 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:57 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 01:59 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:01 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:03 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:05 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:07 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:10 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:12 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:14 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:16 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:18 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:20 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:22 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:24 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:26 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:28 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:30 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:32 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:34 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:36 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:38 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:40 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:42 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:44 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:46 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:48 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:50 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:52 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:54 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:56 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 02:58 - JobOrganizer - INFO: Updating jobInformation list
2009-05-24 03:00 - JobOrganizer - INFO: Updating jobInformation list
